playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
wilcomi01,1970,WS,CIN,NL,0,1,2,0,0,0,0,6,3,2,0,0,2,0.33,9,0,0,0,0,9,0,2,0,0,0
cuellmi01,1971,ALCS,BAL,AL,1,0,1,1,1,0,0,27,6,1,0,1,2,0.19,1,0,0,0,0,33,0,1,1,0,0
mcnalda01,1971,ALCS,BAL,AL,1,0,1,1,0,0,0,21,7,3,0,1,5,0.28,3.86,1,0,0,0,27,0,3,1,0,1
palmeji01,1971,ALCS,BAL,AL,1,0,1,1,1,0,0,27,7,3,3,3,8,0.21,3,0,1,0,0,36,0,3,0,0,1
watted01,1971,ALCS,BAL,AL,0,0,1,0,0,0,1,6,2,0,0,0,1,0.28,0,0,0,0,0,7,1,0,0,0,1
bluevi01,1971,ALCS,OAK,AL,0,1,1,1,0,0,0,21,7,5,0,2,8,0.25,6.43,0,0,0,0,29,0,5,0,0,1
fingero01,1971,ALCS,OAK,AL,0,0,2,0,0,0,0,7,2,2,0,1,2,0.25,7.71,0,0,0,0,9,1,2,0,0,0
grantmu01,1971,ALCS,OAK,AL,0,0,1,0,0,0,0,6,3,0,0,0,2,0.33,0,0,0,0,0,9,1,0,0,0,0
hunteca01,1971,ALCS,OAK,AL,0,1,1,1,1,0,0,24,7,5,4,2,6,0.23,5.63,0,0,0,0,32,0,5,0,0,0
knowlda01,1971,ALCS,OAK,AL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,0,1,0,0,2,0,0,0,0,0
lockebo02,1971,ALCS,OAK,AL,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1
seguidi01,1971,ALCS,OAK,AL,0,1,1,1,0,0,0,14,6,3,0,6,4,0.33,5.79,2,0,0,0,25,0,3,0,1,0
cuellmi01,1971,WS,BAL,AL,0,2,2,2,0,0,0,42,11,6,2,6,10,0.2,3.86,1,0,0,0,60,0,7,0,0,0
dobsopa01,1971,WS,BAL,AL,0,0,3,1,0,0,0,20,13,3,0,4,6,0.4,4.05,2,0,0,0,36,0,3,0,0,1
dukesto01,1971,WS,BAL,AL,0,0,2,0,0,0,0,12,2,0,0,0,1,0.15,0,0,0,1,0,15,1,0,1,0,0
halldi01,1971,WS,BAL,AL,0,0,1,0,0,0,1,3,1,0,0,0,0,0.25,0,0,0,0,0,4,1,0,0,0,0
jacksgr01,1971,WS,BAL,AL,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
leonhda01,1971,WS,BAL,AL,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
mcnalda01,1971,WS,BAL,AL,2,1,4,2,1,0,0,41,10,3,1,5,12,0.19,1.98,0,2,0,0,59,2,7,2,0,0
palmeji01,1971,WS,BAL,AL,1,0,2,2,0,0,0,51,15,5,2,9,15,0.23,2.65,0,0,0,0,75,0,5,1,0,0
richepe01,1971,WS,BAL,AL,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0
watted01,1971,WS,BAL,AL,0,1,2,0,0,0,0,7,4,1,0,0,2,0.36,3.86,0,0,0,0,11,1,1,0,0,0
blassst01,1971,NLCS,PIT,NL,0,1,2,2,0,0,0,21,14,9,4,2,11,0.41,11.57,0,0,0,0,38,0,10,2,0,0
ellisdo01,1971,NLCS,PIT,NL,1,0,1,1,0,0,0,15,6,2,0,4,1,0.3,3.6,1,0,1,0,26,0,2,1,0,0
giustda01,1971,NLCS,PIT,NL,0,0,4,0,0,0,0,16,1,0,0,2,3,0.05,0,1,0,0,0,19,4,0,0,0,1
johnsbo03,1971,NLCS,PIT,NL,1,0,1,1,0,0,0,24,5,0,0,3,7,0.17,0,1,0,0,0,33,0,1,1,0,0
kisonbr01,1971,NLCS,PIT,NL,1,0,1,0,0,0,0,14,2,0,0,2,3,0.13,0,0,1,0,0,17,0,0,0,0,1
millebo04,1971,NLCS,PIT,NL,0,0,1,0,0,0,0,9,3,2,1,3,3,0.27,6,0,0,0,0,14,0,2,0,0,1
moosebo01,1971,NLCS,PIT,NL,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
barrji01,1971,NLCS,SFN,NL,0,0,1,0,0,0,0,3,3,1,1,0,2,0.5,9,0,0,0,0,6,0,1,0,0,0
bryanro01,1971,NLCS,SFN,NL,0,0,1,0,0,0,0,6,1,1,1,1,2,0.14,4.5,0,0,1,0,9,0,1,0,0,0
carrido01,1971,NLCS,SFN,NL,0,0,1,0,0,0,0,0,3,3,0,0,0,1,,0,0,0,0,3,0,3,0,0,0
cumbejo01,1971,NLCS,SFN,NL,0,1,1,1,0,0,0,9,7,3,1,0,4,0.46,9,0,0,0,0,15,0,3,0,0,0
hamilst01,1971,NLCS,SFN,NL,0,0,1,0,0,0,0,3,1,1,1,0,3,0.25,9,0,0,0,0,4,1,1,0,0,0
johnsje01,1971,NLCS,SFN,NL,0,0,1,0,0,0,0,4,1,2,1,1,2,0.2,13.5,1,0,0,0,6,0,2,0,0,0
maricju01,1971,NLCS,SFN,NL,0,1,1,1,1,0,0,24,4,2,2,0,6,0.13,2.25,0,2,0,0,30,0,2,0,0,0
mcmahdo02,1971,NLCS,SFN,NL,0,0,2,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,9,1,0,0,0,0
perryga01,1971,NLCS,SFN,NL,1,1,2,2,1,0,0,44,19,10,1,3,11,0.29,6.14,1,1,1,0,70,0,11,1,0,0
blassst01,1971,WS,PIT,NL,2,0,2,2,2,0,0,54,7,2,1,4,13,0.11,1,0,0,0,0,64,0,2,1,0,1
brilene01,1971,WS,PIT,NL,1,0,1,1,1,1,0,27,2,0,0,2,2,0.07,0,0,0,0,0,29,0,0,0,0,2
ellisdo01,1971,WS,PIT,NL,0,1,1,1,0,0,0,7,4,4,2,1,1,0.36,15.43,0,0,0,0,12,0,4,0,0,0
giustda01,1971,WS,PIT,NL,0,0,3,0,0,0,1,16,3,0,0,2,4,0.15,0,0,0,0,0,21,2,0,0,0,0
johnsbo03,1971,WS,PIT,NL,0,1,2,1,0,0,0,15,5,5,0,3,3,0.26,9,0,0,1,0,23,0,5,0,0,0
kisonbr01,1971,WS,PIT,NL,1,0,2,0,0,0,0,19,1,0,0,2,3,0.05,,0,0,3,0,24,0,0,0,0,1
millebo04,1971,WS,PIT,NL,0,1,3,0,0,0,0,14,7,2,0,1,2,0.35,3.86,0,0,0,0,22,2,2,0,1,0
moosebo01,1971,WS,PIT,NL,0,0,3,1,0,0,0,29,12,7,2,2,7,0.3,6.52,0,1,0,0,42,0,7,1,0,1
vealebo01,1971,WS,PIT,NL,0,0,1,0,0,0,0,2,1,1,0,2,0,0.33,13.5,0,0,0,0,5,0,1,0,0,0
walkelu01,1971,WS,PIT,NL,0,0,1,1,0,0,0,2,3,3,0,1,0,1,40.5,1,0,0,0,6,0,3,0,2,0
colemjo05,1972,ALCS,DET,AL,1,0,1,1,1,1,0,27,7,0,0,3,14,0.2,0,0,0,0,0,37,0,0,0,0,0
frymawo01,1972,ALCS,DET,AL,0,2,2,2,0,0,0,37,11,5,0,2,8,0.24,3.65,0,0,2,1,52,0,6,3,0,0
hillejo01,1972,ALCS,DET,AL,1,0,3,0,0,0,0,10,1,0,0,1,1,0.11,0,0,0,0,0,10,3,0,0,0,2
lagrole01,1972,ALCS,DET,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0
lolicmi01,1972,ALCS,DET,AL,0,1,2,2,0,0,0,57,14,3,1,5,10,0.2,1.42,0,0,0,0,76,0,4,1,1,0
scherfr01,1972,ALCS,DET,AL,0,0,1,0,0,0,0,2,1,0,0,0,1,0.33,0,0,0,0,0,3,0,0,0,0,0
seelbch01,1972,ALCS,DET,AL,0,0,2,0,0,0,0,3,4,2,0,0,0,0.57,18,0,0,0,0,7,1,2,0,0,0
zachach02,1972,ALCS,DET,AL,0,0,1,0,0,0,0,0,0,1,0,1,0,,,0,2,0,0,1,0,1,0,0,0
bluevi01,1972,ALCS,OAK,AL,0,0,4,0,0,0,1,16,4,0,0,1,5,0.2,,1,0,0,0,22,1,0,1,0,0
fingero01,1972,ALCS,OAK,AL,1,0,3,0,0,0,0,16,4,1,1,1,3,0.25,1.69,0,0,0,0,18,1,1,1,0,2
hamilda01,1972,ALCS,OAK,AL,0,0,1,0,0,0,0,0,1,0,0,1,0,1,,0,0,0,0,2,1,0,0,0,0
holtzke01,1972,ALCS,OAK,AL,0,1,1,1,0,0,0,12,4,2,0,2,2,0.26,4.5,0,0,0,0,17,0,2,0,0,1
horlejo01,1972,ALCS,OAK,AL,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,0,1,0,0,2,0,1,0,0,0
hunteca01,1972,ALCS,OAK,AL,0,0,2,2,0,0,0,46,10,2,2,5,9,0.18,1.17,1,0,0,0,60,0,2,1,0,1
lockebo02,1972,ALCS,OAK,AL,0,1,2,0,0,0,0,6,4,3,1,0,1,0.44,,0,0,0,0,9,1,3,0,0,1
odombl01,1972,ALCS,OAK,AL,2,0,2,2,1,1,0,42,5,0,0,2,5,0.1,0,0,1,0,0,48,0,1,0,0,0
bluevi01,1972,WS,OAK,AL,0,1,4,1,0,0,1,26,8,4,1,5,5,0.25,4.15,1,1,0,0,38,1,4,1,1,0
fingero01,1972,WS,OAK,AL,1,1,6,0,0,0,2,31,4,2,0,4,11,0.12,1.74,2,1,1,0,39,4,2,1,1,0
hamilda01,1972,WS,OAK,AL,0,0,2,0,0,0,0,4,3,4,0,1,1,0.5,27,1,0,0,0,7,1,4,0,0,0
holtzke01,1972,WS,OAK,AL,1,0,3,2,0,0,0,38,11,3,0,3,4,0.23,,1,0,0,0,51,0,3,1,0,1
horlejo01,1972,WS,OAK,AL,0,0,1,0,0,0,0,4,2,1,0,2,1,0.33,6.75,1,1,0,0,8,1,1,0,0,0
hunteca01,1972,WS,OAK,AL,2,0,3,2,0,0,0,48,12,5,2,6,11,0.2,2.81,2,1,0,0,67,0,5,1,1,1
lockebo02,1972,WS,OAK,AL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0
odombl01,1972,WS,OAK,AL,0,1,2,2,0,0,0,34,5,2,0,6,13,0.13,1.59,0,0,0,0,44,0,2,1,0,1
billija01,1972,NLCS,CIN,NL,0,0,1,1,0,0,0,14,5,2,0,2,4,0.27,3.86,0,0,1,0,21,0,2,0,0,1
borbope01,1972,NLCS,CIN,NL,0,0,3,0,0,0,0,13,2,1,0,0,1,0.15,2.08,0,0,1,0,15,1,1,1,0,1
carrocl02,1972,NLCS,CIN,NL,1,1,2,0,0,0,0,8,2,1,0,3,0,0.22,3.38,2,0,0,0,12,1,1,0,0,0
grimsro02,1972,NLCS,CIN,NL,1,0,1,1,1,0,0,27,2,1,1,0,5,0.06,1,0,0,0,0,30,0,1,0,0,0
gulledo01,1972,NLCS,CIN,NL,0,1,2,2,0,0,0,27,12,8,1,0,5,0.3,8,0,1,0,0,39,0,8,0,0,0
hallto01,1972,NLCS,CIN,NL,1,0,2,0,0,0,0,22,3,1,0,3,8,0.12,1.23,1,0,0,0,28,1,1,1,0,0
mcgloji01,1972,NLCS,CIN,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
nolanga01,1972,NLCS,CIN,NL,0,0,1,1,0,0,0,18,4,1,1,1,4,0.18,1.5,0,1,0,0,23,0,1,0,0,0
blassst01,1972,NLCS,PIT,NL,1,0,2,2,0,0,0,47,12,3,2,6,5,0.21,1.72,0,0,0,0,65,0,3,2,0,0
brilene01,1972,NLCS,PIT,NL,0,0,1,1,0,0,0,18,6,2,0,1,3,0.27,3,0,0,0,0,23,0,2,0,0,0
ellisdo01,1972,NLCS,PIT,NL,0,1,1,1,0,0,0,15,5,0,0,1,3,0.25,0,0,0,0,0,22,0,3,1,0,0
giustda01,1972,NLCS,PIT,NL,0,1,3,0,0,0,1,8,5,2,1,0,3,0.38,,0,0,0,0,13,2,2,0,0,0
hernara01,1972,NLCS,PIT,NL,0,0,3,0,0,0,0,10,1,1,1,0,3,0.09,2.7,0,0,0,0,11,1,1,0,0,0
johnsbo03,1972,NLCS,PIT,NL,0,0,2,0,0,0,0,18,4,2,0,2,7,0.2,3,1,1,0,0,22,0,2,0,0,1
kisonbr01,1972,NLCS,PIT,NL,1,0,2,0,0,0,0,7,1,0,0,0,3,0.12,0,0,0,0,0,8,0,0,0,0,0
millebo04,1972,NLCS,PIT,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0
moosebo01,1972,NLCS,PIT,NL,0,1,2,1,0,0,0,2,5,4,0,0,0,0.71,,0,1,0,0,7,1,4,0,0,0
walkelu01,1972,NLCS,PIT,NL,0,0,1,0,0,0,0,3,3,2,0,0,0,0.6,18,0,0,0,0,6,0,2,0,1,0
billija01,1972,WS,CIN,NL,1,0,3,2,0,0,1,41,6,0,0,4,11,0.13,0,1,0,0,0,50,1,1,1,0,1
borbope01,1972,WS,CIN,NL,0,1,6,0,0,0,0,21,7,3,0,2,4,0.29,3.86,1,0,0,0,28,0,3,2,0,0
carrocl02,1972,WS,CIN,NL,0,1,5,0,0,0,1,17,6,1,0,4,3,0.3,,1,0,0,0,27,3,1,3,0,0
grimsro02,1972,WS,CIN,NL,2,1,4,1,0,0,0,21,7,2,1,3,2,0.25,2.57,1,0,0,0,30,0,2,0,0,0
gulledo01,1972,WS,CIN,NL,0,0,1,1,0,0,0,21,5,1,1,2,4,0.2,1.29,1,0,0,0,27,0,1,0,0,1
hallto01,1972,WS,CIN,NL,0,0,4,0,0,0,1,25,6,0,0,2,7,0.19,0,0,0,0,0,33,3,0,0,0,0
mcgloji01,1972,WS,CIN,NL,0,0,1,1,0,0,0,9,2,4,1,2,3,0.18,12,0,0,1,0,14,0,4,0,0,0
nolanga01,1972,WS,CIN,NL,0,1,2,2,0,0,0,32,7,4,2,2,3,0.18,3.38,0,0,0,0,39,0,4,0,0,0
alexado01,1973,ALCS,BAL,AL,0,1,1,1,0,0,0,11,5,2,0,0,1,0.35,4.91,0,0,1,0,16,0,3,1,0,1
cuellmi01,1973,ALCS,BAL,AL,0,1,1,1,1,0,0,30,4,2,1,3,11,0.12,1.8,0,0,0,0,37,0,2,1,0,0
jacksgr01,1973,ALCS,BAL,AL,1,0,2,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,10,2,0,0,0,0
mcnalda01,1973,ALCS,BAL,AL,0,1,1,1,0,0,0,23,7,5,4,2,7,0.23,5.87,0,1,0,0,32,0,5,0,0,0
palmeji01,1973,ALCS,BAL,AL,1,0,3,2,1,1,0,44,11,3,0,8,15,0.2,1.84,1,0,0,0,62,1,3,0,0,1
reynobo01,1973,ALCS,BAL,AL,0,0,2,0,0,0,0,17,5,2,0,3,5,0.25,3.18,2,0,0,0,25,0,2,1,1,0
watted01,1973,ALCS,BAL,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,2,0,0,1,0,0
bluevi01,1973,ALCS,OAK,AL,0,1,2,2,0,0,0,21,8,8,1,5,3,0.28,10.29,0,1,0,0,33,0,8,0,0,1
fingero01,1973,ALCS,OAK,AL,0,1,3,0,0,0,1,14,4,1,1,2,4,0.25,1.93,0,0,0,0,18,3,1,0,0,0
holtzke01,1973,ALCS,OAK,AL,1,0,1,1,1,0,0,33,3,1,1,1,7,0.08,0.82,0,0,0,0,38,0,1,0,0,1
hunteca01,1973,ALCS,OAK,AL,2,0,2,2,1,1,0,49,12,3,0,5,6,0.2,1.65,1,0,1,0,66,0,3,0,0,0
odombl01,1973,ALCS,OAK,AL,0,0,1,0,0,0,0,15,6,1,0,2,4,0.28,1.8,0,0,0,0,23,0,2,0,0,0
pinaho01,1973,ALCS,OAK,AL,0,0,1,0,0,0,0,6,3,0,0,1,1,0.33,0,0,0,1,0,11,0,0,0,0,0
bluevi01,1973,WS,OAK,AL,0,1,2,2,0,0,0,33,10,6,2,3,8,0.22,4.91,0,1,0,0,48,0,6,0,0,0
fingero01,1973,WS,OAK,AL,0,1,6,0,0,0,2,41,13,1,0,4,8,0.25,0.66,1,0,1,0,60,3,5,3,0,1
holtzke01,1973,WS,OAK,AL,2,1,3,3,0,0,0,32,13,5,1,5,6,0.31,4.22,0,0,0,0,48,0,5,1,0,1
hunteca01,1973,WS,OAK,AL,1,0,2,2,0,0,0,40,11,3,1,4,6,0.21,2.03,1,1,0,0,56,0,3,0,0,0
knowlda01,1973,WS,OAK,AL,0,0,7,0,0,0,2,19,4,0,0,5,5,0.16,0,2,0,1,0,30,2,1,0,0,1
lindbpa01,1973,WS,OAK,AL,1,0,3,0,0,0,0,10,4,0,0,1,1,0.25,0,1,0,0,0,17,2,0,0,0,0
odombl01,1973,WS,OAK,AL,0,0,2,0,0,0,0,14,5,2,0,2,2,0.29,3.86,0,1,0,0,19,0,2,0,0,2
pinaho01,1973,WS,OAK,AL,0,0,2,0,0,0,0,9,6,0,0,2,0,0.46,,1,0,1,0,16,0,2,0,0,1
billija01,1973,NLCS,CIN,NL,0,1,2,2,0,0,0,36,9,6,0,4,9,0.2,4.5,0,0,0,0,50,0,6,2,0,1
borbope01,1973,NLCS,CIN,NL,1,0,4,0,0,0,1,14,3,1,0,1,3,0.17,1.93,1,0,0,0,18,4,1,0,0,0
carrocl02,1973,NLCS,CIN,NL,1,0,3,0,0,0,0,21,5,1,0,1,2,0.21,1.29,0,0,0,0,25,0,1,1,0,0
grimsro02,1973,NLCS,CIN,NL,0,1,2,1,0,0,0,11,7,5,1,2,3,0.41,12.27,0,0,0,0,20,1,5,0,1,0
gulledo01,1973,NLCS,CIN,NL,0,1,3,1,0,0,0,27,4,2,1,3,6,0.13,,0,0,0,0,33,0,2,0,0,1
hallto01,1973,NLCS,CIN,NL,0,0,3,0,0,0,0,2,3,4,1,3,1,0.6,,0,0,0,0,8,0,4,0,0,0
nelsoro02,1973,NLCS,CIN,NL,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0
normafr01,1973,NLCS,CIN,NL,0,0,1,1,0,0,0,15,1,1,0,3,3,0.06,1.8,0,0,0,0,18,0,1,0,0,1
tomlida01,1973,NLCS,CIN,NL,0,0,1,0,0,0,0,5,5,3,0,1,1,0.5,16.2,0,0,0,0,11,0,3,0,0,0
koosmje01,1973,NLCS,NYN,NL,1,0,1,1,1,0,0,27,8,2,1,0,9,0.22,2,0,0,0,0,35,0,2,0,0,1
matlajo01,1973,NLCS,NYN,NL,1,0,1,1,1,1,0,27,2,0,0,3,9,0.07,0,0,0,0,0,31,0,0,1,0,0
mcgratu01,1973,NLCS,NYN,NL,0,0,2,0,0,0,0,15,4,0,0,3,3,0.21,0,1,1,0,0,23,1,0,1,0,0
parkeha01,1973,NLCS,NYN,NL,0,1,1,0,0,0,0,3,1,1,1,0,0,0.25,9,0,0,0,0,4,1,1,0,0,0
seaveto01,1973,NLCS,NYN,NL,1,1,2,2,1,0,0,50,13,3,2,5,17,0.21,1.62,2,1,1,0,69,0,4,1,1,0
stonege02,1973,NLCS,NYN,NL,0,0,1,1,0,0,0,20,3,1,1,2,4,0.14,1.35,0,0,0,0,23,0,1,0,0,2
koosmje01,1973,WS,NYN,NL,1,0,2,2,0,0,0,26,9,3,0,7,8,0.26,3.12,1,0,0,0,41,0,3,0,0,1
matlajo01,1973,WS,NYN,NL,1,2,3,3,0,0,0,50,10,4,2,5,11,0.16,2.16,0,0,1,0,67,0,7,0,0,0
mcgratu01,1973,WS,NYN,NL,1,0,5,0,0,0,1,41,8,4,0,9,14,0.17,2.63,2,0,1,0,58,3,5,1,1,0
parkeha01,1973,WS,NYN,NL,0,1,3,0,0,0,0,10,2,0,0,2,2,0.2,0,0,0,0,0,12,1,1,0,0,1
sadecra01,1973,WS,NYN,NL,0,0,4,0,0,0,1,14,5,1,0,1,6,0.26,,0,0,0,0,20,1,1,0,0,0
seaveto01,1973,WS,NYN,NL,0,1,2,2,0,0,0,45,13,4,0,3,18,0.22,2.4,0,1,0,0,62,0,4,1,0,0
stonege02,1973,WS,NYN,NL,0,0,2,0,0,0,1,9,4,0,0,1,3,0.3,0,0,0,0,0,14,2,0,0,0,0
cuellmi01,1974,ALCS,BAL,AL,1,1,2,2,0,0,0,38,9,4,0,13,6,0.19,2.84,2,1,0,0,60,0,4,0,0,0
garlawa01,1974,ALCS,BAL,AL,0,0,1,0,0,0,0,2,1,0,0,1,0,0.33,0,1,0,0,0,4,0,0,0,0,0
grimsro02,1974,ALCS,BAL,AL,0,0,2,0,0,0,0,16,1,1,0,2,2,0.06,1.69,1,0,0,0,18,2,1,0,1,1
jacksgr01,1974,ALCS,BAL,AL,0,0,1,0,0,0,0,1,1,0,1,0,1,0.33,0,0,0,0,0,3,1,2,0,0,0
mcnalda01,1974,ALCS,BAL,AL,0,1,1,1,0,0,0,17,6,1,1,2,2,0.3,1.59,0,1,0,0,23,0,2,1,0,2
palmeji01,1974,ALCS,BAL,AL,0,1,1,1,1,0,0,27,4,1,1,1,4,0.13,1,0,0,1,0,32,0,1,1,0,0
reynobo01,1974,ALCS,BAL,AL,0,0,1,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,6,0,1,0,0,0
bluevi01,1974,ALCS,OAK,AL,1,0,1,1,1,1,0,27,2,0,0,0,7,0.06,0,0,0,0,0,30,0,0,0,0,0
fingero01,1974,ALCS,OAK,AL,0,0,2,0,0,0,1,9,3,1,0,1,3,0.25,3,0,0,0,0,13,2,1,0,0,0
holtzke01,1974,ALCS,OAK,AL,1,0,1,1,1,1,0,27,5,0,0,2,3,0.16,0,0,0,0,0,32,0,0,0,0,1
hunteca01,1974,ALCS,OAK,AL,1,1,2,2,0,0,0,35,11,6,3,2,6,0.26,4.63,0,0,0,0,45,0,6,2,0,2
odombl01,1974,ALCS,OAK,AL,0,0,1,0,0,0,0,10,1,0,0,0,1,0.09,0,0,0,0,0,11,0,0,0,0,0
bluevi01,1974,WS,OAK,AL,0,1,2,2,0,0,0,41,10,5,1,7,9,0.21,3.29,0,0,0,0,56,0,5,2,1,1
fingero01,1974,WS,OAK,AL,1,0,4,0,0,0,2,28,8,2,2,2,6,0.24,1.93,0,0,1,0,36,3,2,0,0,2
holtzke01,1974,WS,OAK,AL,1,0,2,2,0,0,0,36,13,2,0,4,10,0.27,1.5,0,1,0,0,52,0,3,1,0,1
hunteca01,1974,WS,OAK,AL,1,0,2,1,0,0,1,23,5,1,1,2,5,0.17,1.17,0,0,0,0,30,1,1,0,0,0
odombl01,1974,WS,OAK,AL,1,0,2,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,5,1,0,0,0,0
downial01,1974,NLCS,LAN,NL,0,0,1,0,0,0,0,12,1,0,0,1,0,0.07,0,0,0,0,0,15,0,0,0,0,1
houghch01,1974,NLCS,LAN,NL,0,0,1,0,0,0,0,7,4,2,0,0,2,0.36,7.71,0,0,0,0,11,0,2,0,0,0
marshmi01,1974,NLCS,LAN,NL,0,0,2,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,9,2,0,0,0,0
messean01,1974,NLCS,LAN,NL,1,0,1,1,0,0,0,21,8,2,0,3,0,0.3,2.57,0,0,1,0,31,0,2,1,0,2
raudo01,1974,NLCS,LAN,NL,0,1,1,1,0,0,0,2,3,3,2,1,0,0.5,40.5,0,0,0,0,7,0,5,0,0,0
solomed01,1974,NLCS,LAN,NL,0,0,1,0,0,0,0,6,2,0,0,1,1,0.25,0,0,0,0,0,9,1,0,0,0,0
suttodo01,1974,NLCS,LAN,NL,2,0,2,2,1,1,0,51,7,1,1,2,13,0.12,0.53,0,0,1,0,60,0,1,1,0,2
brettke01,1974,NLCS,PIT,NL,0,0,1,0,0,0,0,7,3,2,1,2,1,0.33,7.71,0,0,0,0,11,0,2,0,0,0
demerla01,1974,NLCS,PIT,NL,0,0,2,0,0,0,0,3,3,4,0,2,0,0.6,,0,1,0,0,8,0,4,1,0,0
giustda01,1974,NLCS,PIT,NL,0,1,3,0,0,0,0,10,13,8,0,5,1,0.59,,4,0,0,0,28,1,8,1,0,0
hernara01,1974,NLCS,PIT,NL,0,0,2,0,0,0,0,13,3,0,0,1,2,0.2,0,1,0,0,0,16,2,0,0,0,1
kisonbr01,1974,NLCS,PIT,NL,1,0,1,1,0,0,0,20,2,0,0,6,5,0.09,0,0,0,0,0,28,0,0,0,0,0
pizarju01,1974,NLCS,PIT,NL,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1
reussje01,1974,NLCS,PIT,NL,0,2,2,2,0,0,0,29,7,4,1,8,3,0.19,3.72,0,0,0,0,44,0,4,0,0,0
rookeji01,1974,NLCS,PIT,NL,0,0,1,1,0,0,0,21,6,2,1,5,4,0.22,2.57,2,0,0,0,32,0,2,0,0,0
breweji01,1974,WS,LAN,NL,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
downial01,1974,WS,LAN,NL,0,1,1,1,0,0,0,11,4,1,0,4,3,0.26,2.45,0,0,0,0,20,0,3,1,0,0
houghch01,1974,WS,LAN,NL,0,0,1,0,0,0,0,6,0,0,0,1,4,0,0,0,1,0,0,7,0,0,0,0,0
marshmi01,1974,WS,LAN,NL,0,1,5,0,0,0,1,27,6,1,1,1,10,0.2,1,0,0,0,0,32,5,1,1,0,1
messean01,1974,WS,LAN,NL,0,2,2,2,0,0,0,42,11,7,2,7,12,0.24,4.5,1,1,1,0,58,0,8,5,0,0
suttodo01,1974,WS,LAN,NL,1,0,2,2,0,0,0,39,9,4,1,3,12,0.2,2.77,0,1,1,0,50,0,4,0,1,2
clevere01,1975,ALCS,BOS,AL,0,0,1,1,0,0,0,15,7,3,1,1,2,0.35,5.4,0,0,0,0,21,0,3,0,0,1
dragodi01,1975,ALCS,BOS,AL,0,0,2,0,0,0,2,14,2,0,0,1,2,0.14,0,0,1,0,0,15,2,0,0,0,1
moretro01,1975,ALCS,BOS,AL,1,0,1,0,0,0,0,3,1,0,0,1,0,0.25,0,0,0,0,0,5,0,0,0,0,0
tiantlu01,1975,ALCS,BOS,AL,1,0,1,1,1,0,0,27,3,0,0,3,8,0.09,0,0,0,0,0,35,0,1,0,0,0
wiseri01,1975,ALCS,BOS,AL,1,0,1,1,0,0,0,22,6,2,0,3,2,0.21,2.45,0,0,0,0,31,0,3,0,0,0
abbotgl01,1975,ALCS,OAK,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
bluevi01,1975,ALCS,OAK,AL,0,0,1,1,0,0,0,9,6,3,1,0,2,0.42,9,0,0,0,0,14,0,3,0,0,1
bosmadi01,1975,ALCS,OAK,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fingero01,1975,ALCS,OAK,AL,0,1,1,0,0,0,0,12,5,3,1,1,3,0.38,6.75,1,0,0,0,16,1,3,2,0,1
holtzke01,1975,ALCS,OAK,AL,0,2,2,2,0,0,0,33,12,5,0,1,7,0.26,4.09,0,0,0,0,48,0,8,1,0,0
lindbpa01,1975,ALCS,OAK,AL,0,0,2,0,0,0,0,14,5,1,0,1,0,0.31,1.93,1,1,0,0,20,1,3,2,1,0
toddji01,1975,ALCS,OAK,AL,0,0,3,0,0,0,0,3,3,0,0,0,0,0.6,,0,0,0,0,5,0,1,0,0,1
